Time (s)	Voltage	Current
0	4.07322617	0.00839968209
8.199000120162964	3.96064022	0.50883488
15.325999975204468	3.95998015	0.50888019
22.44600009918213	3.95838403	0.50885405
29.57100009918213	3.95892477	0.508838365
36.693000078201294	3.95740324	0.50882849
43.81599998474121	3.96336257	0.508885419
50.93300008773804	3.96306423	0.508854631
58.05299997329712	3.97865248	0.508897617
65.17700004577637	3.97855179	0.508862763
72.29299998283386	3.97829075	0.508894713
79.41199994087219	3.97825345	0.508848241
86.53600001335144	3.97798495	0.508869153
93.65300011634827	3.98039404	0.508862763
100.77800011634827	3.98058423	0.5088738
107.89800000190735	3.98048354	0.508878448
115.02500009536743	3.98028962	0.508897037
122.14599990844727	3.98011435	0.508876124
129.26900005340576	3.97990924	0.508874381
136.38899993896484	3.97960717	0.508884838
143.5039999485016	3.97936104	0.508845336
150.62299990653992	3.97904778	0.508857535
157.74799990653992	3.97873453	0.508839527
164.87000012397766	3.97850704	0.508838946
171.98399996757507	3.97813039	0.508848241
179.10899996757507	3.97788799	0.508838365
186.22499990463257	3.97758219	0.508855212
193.34899997711182	3.97070173	0.508801769
200.47000002861023	3.97074275	0.508829652
207.58400011062622	3.97149606	0.508859859
214.70499992370605	3.9713096	0.508831975
221.82999992370605	3.97107466	0.508838946
228.95099997520447	3.97075021	0.508859859
236.0659999847412	3.97042577	0.508823843
243.18700003623962	3.9701498	0.508811644
250.30800008773804	3.96989621	0.508825005
257.42700004577637	3.9695755	0.508816291
264.54699993133545	3.96930699	0.508820938
271.6670000553131	3.96896017	0.50882849
278.79100012779236	3.96865065	0.508799445
285.9079999923706	3.96831874	0.508813387
293.02800011634827	3.95834674	0.508774466
300.15700006484985	3.95819384	0.508784922
307.2829999923706	3.95798127	0.508783761
314.40199995040894	3.9579216	0.50878318
321.518000125885	3.95792906	0.508805254
328.63899993896484	3.95779481	0.508782599
335.76900005340576	3.95754868	0.508800026
342.89400005340576	3.95726526	0.508760525
350.0160000324249	3.95678045	0.508762848
357.1319999694824	3.96772206	0.508793636
364.2550001144409	3.96833739	0.508797702
371.3819999694824	3.96806888	0.508787827
378.5090000629425	3.96775936	0.508804092
385.6289999485016	3.96776308	0.508803511
392.75099992752075	3.9674461	0.508840108
399.86299991607666	3.9670508	0.508805835
406.99399995803833	3.96669279	0.508782018
414.11899995803833	3.96628257	0.508782018
421.24500012397766	3.9659544	0.508800607
428.375	3.96615951	0.508805835
435.49500012397766	3.96595813	0.508763429
442.6210000514984	3.96560012	0.508781437
449.7350001335144	3.96519363	0.508765753
456.85700011253357	3.96490648	0.508782018
463.98099994659424	3.96455966	0.508773304
471.10199999809265	3.96413453	0.508780856
478.2220001220703	3.9637989	0.508804092
485.33700013160706	3.96345581	0.508783761
492.4670000076294	3.96307915	0.508776209
499.59100008010864	3.96265029	0.508745421
506.71200013160706	3.96227736	0.508752973
513.8280000686646	3.96187461	0.508755296
520.9570000171661	3.96153524	0.508735546
528.079999923706	3.96111011	0.50877679
535.2000000476837	3.96069616	0.508759363
542.319000005722	3.96023001	0.508744259
549.441999912262	3.95991675	0.508739031
556.5640001296997	3.95943568	0.508748906
563.680999994278	3.95891358	0.508746583
570.8010001182556	3.95851828	0.508773304
577.9219999313354	3.95818638	0.508750068
585.045000076294	3.95777243	0.508740193
592.1610000133514	3.95709371	0.508742517
599.2880001068115	3.96361243	0.508737288
606.4160001277924	3.9631873	0.508782018
613.5320000648499	3.96304186	0.508735546
620.6510000228882	3.9627286	0.508703015
627.7750000953674	3.96225126	0.508721023
634.8970000743866	3.95241351	0.50871231
642.0169999599457	3.95205923	0.508693721
649.1370000839233	3.95242842	0.508701272
656.2650001049042	3.96094602	0.50871928
663.3840000629425	3.96056191	0.508731479
670.5080001354218	3.96150168	0.508745421
677.6300001144409	3.96116605	0.508743678
684.75	3.9589919	0.508741936
691.8650000095367	3.95894342	0.508763429
698.9900000095367	3.96069616	0.508751811
706.1070001125336	3.96050224	0.508769819
713.2330000400543	3.96013305	0.508736127
720.3529999256134	3.95968927	0.508739612
727.4679999351501	3.95926413	0.508734384
734.5899999141693	3.958839	0.508730898
741.7079999446869	3.95841014	0.508709986
748.8320000171661	3.95796636	0.508736127
755.949000120163	3.95754495	0.508701272
763.0699999332428	3.9570415	0.508742517
770.1900000572205	3.95659399	0.508746002
777.3099999427795	3.95612784	0.508707081
784.4300000667572	3.9557027	0.508698949
791.5510001182556	3.95535215	0.5087187
798.670000076294	3.95486735	0.508704758
805.789999961853	3.95440865	0.508709986
812.9170000553131	3.95401335	0.508727994
820.0310001373291	3.95355839	0.508723928
827.1560001373291	3.95304375	0.508723928
834.2750000953674	3.95265591	0.508721604
841.3919999599457	3.95212263	0.50870592
848.5230000019073	3.95178699	0.508725089
855.643000125885	3.95122761	0.508715214
862.7669999599457	3.95082112	0.508687912
869.8949999809265	3.9503214	0.508714052
877.0130000114441	3.94987016	0.50869314
884.135999917984	3.94894158	0.508682684
891.2580001354218	3.94454107	0.508693721
898.3780000209808	3.94431731	0.508702434
905.4930000305176	3.94391828	0.508700111
912.6129999160767	3.94114373	0.508672227
919.7360000610352	3.9408976	0.508711148
926.8589999675751	3.94059553	0.508687912
933.9790000915527	3.9401331	0.508716376
941.0950000286102	3.93974153	0.508679198
948.2139999866486	3.9393164	0.508730318
955.3399999141693	3.93883159	0.508675132
962.454999923706	3.93837663	0.50869953
969.587000131607	3.93845121	0.508658286
976.7060000896454	3.93802235	0.508698949
983.8320000171661	3.94032702	0.508680941
990.9460000991821	3.94155021	0.508665257
998.0710000991821	3.94112135	0.508698949
1005.1879999637604	3.94072232	0.50866758
1012.319000005722	3.94025989	0.508682684
1019.4390001296997	3.93984595	0.508687912
1026.5629999637604	3.93935742	0.508682103
1033.6840000152588	3.93890245	0.508675713
1040.7990000247955	3.93842138	0.508703596
1047.9210000038147	3.93801862	0.508700692
1055.0490000247955	3.93801116	0.508698368
1062.1789999008179	3.93765315	0.508689074
1069.3099999427795	3.9376084	0.508694302
1076.4289999008179	3.93713106	0.50864202
