time,voltage,current,ChargingVoltage,ChargingCurrent,OperationStatus,SafetyAlert,MaxError,BatteryStatus,CellVoltage1,CellVoltage2,CellVoltage3,CellVoltage4,UpdateStatus
time,voltage,current,ChargingVoltage,ChargingCurrent,OperationStatus,SafetyAlert,MaxError,BatteryStatus,CellVoltage1,CellVoltage2,CellVoltage3,CellVoltage4,UpdateStatus
3.7009999752044678,827,-15,8400,500,32837,128,146,983,194,633,0,0,0x0D
3.7009999752044678,821,-1138,8400,500,32837,128,146,3031,204,617,0,0,0x0D
4.992000102996826,821,-1138,8400,500,32837,128,146,3031,204,617,0,0,0x0D
4.992000102996826,699,-1508,8400,500,32837,128,146,3031,191,508,0,0,0x0D
6.291000127792358,699,-1508,8400,500,32837,128,146,3031,191,508,0,0,0x0D
6.291000127792358,257,257,257,257,257,257,1,257,257,257,257,257,0x01
7.4090001583099365,257,257,257,257,257,257,1,257,257,257,257,257,0x01
7.4090001583099365,257,257,257,257,257,257,1,257,257,257,257,257,0x01
8.529000043869019,257,257,257,257,257,257,1,257,257,257,257,257,0x01
8.529000043869019,257,257,257,257,257,257,1,257,257,257,257,257,0x01
9.64900016784668,257,257,257,257,257,257,1,257,257,257,257,257,0x01
9.64900016784668,257,257,257,257,257,257,1,257,257,257,257,257,0x01
10.767000198364258,257,257,257,257,257,257,1,257,257,257,257,257,0x01
