time,voltage,current,ChargingVoltage,ChargingCurrent,OperationStatus,SafetyAlert,MaxError,BatteryStatus,CellVoltage1,CellVoltage2,CellVoltage3,CellVoltage4,UpdateStatus
3.2179999351501465,6274,0,8400,5000,32837,0,100,727,3141,3133,0,0,0x04
5.569999933242798,6180,-512,8400,5000,32837,0,100,3031,3099,3082,0,0,0x04
7.898000001907349,6169,-511,8400,5000,32837,0,100,3031,3094,3075,0,0,0x04
10.202999830245972,6162,-511,8400,5000,32837,0,100,3031,3091,3072,0,0,0x04
12.547999858856201,6156,-511,8400,5000,32837,0,100,3031,3088,3068,0,0,0x04
14.869999885559082,6150,-511,8400,5000,32837,0,100,3031,3083,3064,0,0,0x04
17.217000007629395,6141,-511,8400,5000,32837,0,100,3031,3080,3061,0,0,0x04
19.509999990463257,6136,-511,8400,5000,32837,0,100,3031,3078,3058,0,0,0x04
21.89400005340576,6130,-511,8400,5000,32837,0,100,3031,3075,3054,0,0,0x04
24.30399990081787,6123,-512,8400,5000,32837,0,100,3031,3071,3051,0,0,0x04
26.634999990463257,6117,-511,8400,5000,32837,0,100,3031,3068,3049,0,0,0x04
29.033999919891357,6110,-511,8400,5000,32837,0,100,3031,3065,3045,0,0,0x04
31.448999881744385,6104,-511,8400,5000,32837,0,100,3031,3062,3042,0,0,0x04
33.753000020980835,6099,-511,8400,5000,32837,0,100,3031,3060,3040,0,0,0x04
36.145999908447266,6092,-511,8400,5000,32837,0,100,3031,3056,3036,0,0,0x04
38.56699991226196,6087,-511,8400,5000,32837,0,100,3031,3054,3033,0,0,0x04
40.87599992752075,6082,-511,8400,5000,32837,0,100,3031,3051,3031,0,0,0x04
43.17199993133545,6075,-511,8400,5000,32837,0,100,3031,3048,3027,0,0,0x04
45.508999824523926,6070,-511,8400,5000,32837,0,100,3031,3046,3025,0,0,0x04
47.88100004196167,6065,-511,8400,5000,32837,0,100,3031,3043,3022,0,0,0x04
50.251999855041504,6058,-511,8400,5000,32837,0,100,3031,3039,3019,0,0,0x04
52.58899998664856,6053,-511,8400,5000,32837,0,100,3031,3037,3016,0,0,0x04
54.96599984169006,6048,-511,8400,5000,32837,0,100,3031,3034,3014,0,0,0x04
57.31699991226196,6042,-511,8400,5000,32837,0,100,3031,3031,3010,0,0,0x04
59.65899991989136,6036,-511,8400,5000,32837,0,100,3031,3029,3008,0,0,0x04
62.067999839782715,6031,-511,8400,5000,32837,0,100,3031,3025,3004,0,0,0x04
64.41299986839294,6024,-511,8400,5000,32837,0,100,3031,3023,3002,0,0,0x04
66.77600002288818,6019,-511,8400,5000,32837,128,100,3031,3020,2999,0,0,0x04
69.18099999427795,6012,-511,8400,5000,32837,128,100,3031,3017,2995,0,0,0x04
71.34899997711182,6104,0,8400,5000,32837,0,100,3031,3058,3046,0,0,0x04
73.55099987983704,6108,0,8400,5000,32837,0,100,3031,3060,3048,0,0,0x04
75.77300000190735,6111,0,8400,5000,32837,0,100,3031,3061,3050,0,0,0x04
77.94199991226196,6112,0,8400,5000,32837,0,100,983,3062,3051,0,0,0x04
80.0789999961853,6115,0,8400,5000,32837,0,100,983,3063,3052,0,0,0x04
82.29200005531311,6116,0,8400,5000,32837,0,100,983,3064,3053,0,0,0x04
84.46000003814697,6117,0,8400,5000,32837,0,100,983,3064,3053,0,0,0x04
86.66400003433228,6118,0,8400,5000,32837,0,100,983,3065,3054,0,0,0x04
88.7960000038147,6119,0,8400,5000,32837,0,100,983,3065,3054,0,0,0x04
90.92700004577637,6120,0,8400,5000,32837,0,100,983,3066,3055,0,0,0x04
93.15199995040894,6121,0,8400,5000,32837,0,100,983,3066,3055,0,0,0x04
95.34599995613098,6122,0,8400,5000,32837,0,100,983,3067,3056,0,0,0x04
97.5329999923706,6123,0,8400,5000,32837,0,100,983,3067,3056,0,0,0x04
99.75799989700317,6124,0,8400,5000,32837,0,100,727,3068,3056,0,0,0x04
101.9079999923706,6124,0,8400,5000,32837,0,100,727,3068,3057,0,0,0x04
104.12299990653992,6125,0,8400,5000,32837,0,100,727,3068,3057,0,0,0x04
106.34599995613098,6126,0,8400,5000,32837,0,100,727,3068,3057,0,0,0x04
108.49199986457825,6126,0,8400,5000,32837,0,100,727,3069,3057,0,0,0x04
110.65299987792969,6126,0,8400,5000,32837,0,100,727,3069,3058,0,0,0x04
112.87299990653992,6127,0,8400,5000,32837,0,100,727,3069,3058,0,0,0x04
115.03699994087219,6127,0,8400,5000,32837,0,100,727,3069,3058,0,0,0x04
117.17899990081787,6128,0,8400,5000,32837,0,100,727,3069,3058,0,0,0x04
119.37599992752075,6128,0,8400,5000,32837,0,100,727,3069,3058,0,0,0x04
121.5809998512268,6129,0,8400,5000,32837,0,100,727,3070,3059,0,0,0x04
123.81200003623962,6129,0,8400,5000,32837,0,100,727,3070,3059,0,0,0x04
126.05499982833862,6129,0,8400,5000,32837,0,100,727,3070,3059,0,0,0x04
128.22199988365173,6129,0,8400,5000,32837,0,100,727,3070,3059,0,0,0x04
130.4119999408722,6130,0,8400,5000,32837,0,100,727,3070,3059,0,0,0x04
