Time (s)	Voltage	Current
0	4.11808527	0.00849192279
8.24399995803833	4.02373161	0.509115456
15.364000082015991	4.02214295	0.509076535
22.48900008201599	4.02074448	0.509095705
29.604000091552734	4.01975996	0.509083506
36.723999977111816	4.01870459	0.509095124
43.84500002861023	4.01794382	0.509072469
50.96399998664856	4.01707864	0.509086411
58.08400011062622	4.01639618	0.509057366
65.20300006866455	4.01561677	0.509081764
72.32399988174438	4.01499399	0.509063756
79.44400000572205	4.01434883	0.509050395
86.56399989128113	4.01369248	0.509046328
93.68400001525879	4.01304732	0.509039939
100.80399990081787	4.01248793	0.509059108
107.92400002479553	4.0118838	0.509050395
115.04299998283386	4.01132814	0.509024835
122.16400003433228	4.01074265	0.509023673
129.28800010681152	4.01023547	0.509010313
136.4029998779297	4.0096276	0.509018445
143.52900004386902	4.00920993	0.50903413
150.64199995994568	4.00862816	0.508990562
157.76399993896484	4.00814709	0.508976039
164.88100004196167	4.00764364	0.508992885
171.99900007247925	4.0071029	0.508994628
179.114000082016	4.00667031	0.508981848
186.23099994659424	4.00615194	0.508995209
193.34999990463257	4.00571562	0.508977201
200.4649999141693	4.00523082	0.508977782
207.58500003814697	4.00476467	0.508991143
214.7079999446869	4.0043358	0.508974297
221.82399988174438	4.00393304	0.508985334
228.94799995422363	4.00347435	0.508966745
236.06299996376038	4.0043097	0.508964421
243.1840000152588	4.00393677	0.508961517
250.30299997329712	4.00346689	0.508962098
257.42400002479553	4.00315363	0.508945251
264.5420000553131	4.00269493	0.508949899
271.6630001068115	4.00227726	0.508956869
278.7869999408722	4.00192298	0.508995209
285.9029998779297	4.00152022	0.508953384
293.02699995040894	4.00110255	0.508961517
300.14299988746643	4.00072216	0.508949318
307.2630000114441	4.00035297	0.508948156
314.3829998970032	4.0000509	0.508967907
321.5020000934601	3.99958101	0.508934795
328.62199997901917	3.99924165	0.508966745
335.74000000953674	3.9988911	0.508916787
342.8550000190735	3.99856666	0.50894409
349.9739999771118	3.99817882	0.508919692
357.0920000076294	3.99785064	0.508934795
364.2130000591278	3.99747772	0.508923758
371.3340001106262	3.99718311	0.508906331
378.4539999961853	3.99674679	0.508926082
385.57299995422363	3.9964559	0.508892389
392.69400000572205	3.9961874	0.5089377
399.8180000782013	3.99587787	0.50890575
406.93300008773804	3.99550122	0.508900522
414.05599999427795	3.99522152	0.508930729
421.17400002479553	3.99488216	0.508936538
428.2920000553131	3.99461366	0.508925501
435.4140000343323	3.99428548	0.508936538
442.5309998989105	3.99395358	0.50892492
449.65700006484985	3.99362541	0.50890575
456.77699995040894	3.99338674	0.508895294
463.8910000324249	3.99305856	0.50889297
471.010999917984	3.99277887	0.508904588
478.1319999694824	3.99250663	0.508931891
485.25099992752075	3.99224186	0.50887322
492.37599992752075	3.99191741	0.50890575
499.49000000953674	3.99162653	0.508884838
506.61100006103516	3.99135803	0.508901103
513.7269999980927	3.99113054	0.508891808
520.8469998836517	3.99081356	0.508899941
527.9619998931885	3.99061218	0.508908074
535.079999923706	3.99029146	0.508882514
542.2019999027252	3.99005279	0.508917368
549.319000005722	3.98979174	0.508911559
556.4400000572205	3.98954561	0.508906331
563.5629999637604	3.9893144	0.508898198
570.6789999008179	3.98903843	0.508901103
577.7990000247955	3.98884078	0.508917949
584.9189999103546	3.98859092	0.508869734
