time,voltage,current,ChargingVoltage,ChargingCurrent,OperationStatus,SafetyAlert,SafetyStatus,MaxError,BatteryStatus,CellVoltage1,CellVoltage2,CellVoltage3,CellVoltage4,UpdateStatus
4.700000047683716,5762,0,8400,5000,32835,0,0,3,727,2898,2865,0,0,0x0D
5.992000102996826,5692,-792,8400,5000,32835,0,0,3,3031,2863,2830,0,0,0x0D
7.2790000438690186,5609,-1512,8400,5000,32835,0,0,3,3031,2822,2788,0,0,0x0D
8.562999963760376,5591,-1512,8400,5000,32835,0,0,3,3031,2814,2778,0,0,0x0D
9.86300015449524,5584,-1512,8400,5000,32835,0,0,3,3031,2811,2773,0,0,0x0D
11.154000043869019,5576,-1512,8400,5000,32835,0,0,3,3031,2808,2769,0,0,0x0D
12.450999975204468,5569,-1512,8400,5000,32835,0,0,3,3031,2805,2765,0,0,0x0D
13.745000123977661,5555,-1512,8400,5000,32835,0,0,3,3031,2799,2757,0,0,0x0D
15.039999961853027,5549,-1512,8400,5000,32835,0,0,3,3031,2796,2752,0,0,0x0D
16.335999965667725,5542,-1512,8400,5000,32835,0,0,3,3031,2793,2749,0,0,0x0D
17.636000156402588,5529,-1512,8400,5000,32835,0,0,3,3031,2788,2741,0,0,0x0D
18.933000087738037,5522,-1511,8400,5000,32835,0,0,3,3031,2785,2738,0,0,0x0D
20.229000091552734,5516,-1512,8400,5000,32835,0,0,3,3031,2782,2734,0,0,0x0D
21.52300000190735,5503,-1512,8400,5000,32835,0,0,3,3031,2776,2726,0,0,0x0D
22.81500005722046,5496,-1512,8400,5000,32835,0,0,3,3031,2773,2723,0,0,0x0D
24.11300015449524,5490,-1512,8400,5000,32835,0,0,3,3031,2771,2720,0,0,0x0D
25.407000064849854,5484,-1511,8400,5000,32835,0,0,3,3031,2768,2716,0,0,0x0D
26.705000162124634,5472,-1511,8400,5000,32835,0,0,3,3031,2763,2709,0,0,0x0D
28.00100016593933,5465,-1512,8400,5000,32835,0,0,3,3031,2760,2706,0,0,0x0D
29.299000024795532,5459,-1512,8400,5000,32835,0,0,3,3031,2757,2702,0,0,0x0D
30.594000101089478,5447,-1512,8400,5000,32835,0,0,3,3031,2752,2695,0,0,0x0D
31.889000177383423,5441,-1511,8400,5000,32835,0,0,3,3031,2749,2692,0,0,0x0D
33.18500018119812,5435,-1512,8400,5000,32835,0,0,3,3031,2747,2689,0,0,0x0D
34.48100018501282,5429,-1511,8400,5000,32835,0,0,3,3031,2741,2682,0,0,0x0D
35.77500009536743,5417,-1512,8400,5000,32835,0,0,3,3031,2738,2679,0,0,0x0D
37.069000005722046,5411,-1511,8400,5000,32835,0,0,3,3031,2736,2676,0,0,0x0D
38.367000102996826,5406,-1512,8400,5000,32835,0,0,3,3031,2733,2673,0,0,0x0D
39.66300010681152,5394,-1512,8400,5000,32835,0,0,3,3031,2728,2666,0,0,0x0D
40.95800018310547,5388,-1511,8400,5000,32835,0,0,3,3031,2725,2663,0,0,0x0D
42.254000186920166,5382,-1511,8400,5000,32835,0,0,3,3031,2723,2660,0,0,0x0D
43.54800009727478,5371,-1512,8400,5000,32835,0,0,3,3031,2717,2654,0,0,0x0D
44.843000173568726,5366,-1511,8400,5000,32835,0,0,3,3031,2715,2651,0,0,0x0D
46.14100003242493,5360,-1511,8400,5000,32835,0,0,3,3031,2712,2648,0,0,0x0D
47.43500018119812,5355,-1511,8400,5000,32835,0,0,3,3031,2709,2645,0,0,0x0D
48.729000091552734,5344,-1511,8400,5000,32835,0,0,3,3031,2704,2640,0,0,0x0D
50.027000188827515,5338,-1512,8400,5000,32835,0,0,3,3031,2701,2637,0,0,0x0D
51.32200002670288,5333,-1511,8400,5000,32835,0,0,3,3031,2699,2634,0,0,0x0D
52.61800003051758,5322,-1511,8400,5000,32835,0,0,3,3031,2694,2629,0,0,0x0D
53.91100001335144,5317,-1511,8400,5000,32835,0,0,3,3031,2691,2626,0,0,0x0D
55.21000003814697,5312,-1511,8400,5000,32835,0,0,3,3031,2688,2624,0,0,0x0D
56.504000186920166,5302,-1511,8400,5000,32835,0,0,3,3031,2683,2619,0,0,0x0D
57.79800009727478,5297,-1511,8400,5000,32835,0,0,3,3031,2680,2616,0,0,0x0D
59.09700012207031,5292,-1511,8400,5000,32835,0,0,3,3031,2678,2614,0,0,0x0D
60.39400005340576,5286,-1511,8400,5000,32835,0,0,3,3031,2675,2611,0,0,0x0D
61.687999963760376,5276,-1511,8400,5000,32835,0,0,3,3031,2670,2606,0,0,0x0D
62.986000061035156,5271,-1511,8400,5000,32835,0,0,3,3031,2667,2604,0,0,0x0D
64.27999997138977,5266,-1511,8400,5000,32835,0,0,3,3031,2664,2601,0,0,0x0D
65.57500004768372,5256,-1511,8400,5000,32835,0,0,3,3031,2659,2597,0,0,0x0D
66.86700010299683,5251,-1511,8400,5000,32835,0,0,3,3031,2657,2595,0,0,0x0D
68.16400003433228,5246,-1511,8400,5000,32835,0,0,3,3031,2654,2592,0,0,0x0D
69.46300005912781,5241,-1511,8400,5000,32835,0,0,3,3031,2651,2590,0,0,0x0D
70.75999999046326,5232,-1511,8400,5000,32835,0,0,3,3031,2646,2586,0,0,0x0D
72.05100011825562,5227,-1511,8400,5000,32835,0,0,3,3031,2643,2584,0,0,0x0D
73.34800004959106,5222,-1511,8400,5000,32835,0,0,3,3031,2641,2582,0,0,0x0D
74.64499998092651,5213,-1511,8400,5000,32835,0,0,3,3031,2635,2578,0,0,0x0D
75.93799996376038,5208,-1511,8400,5000,32835,0,0,3,3031,2632,2576,0,0,0x0D
77.23900008201599,5203,-1511,8400,5000,32835,0,0,3,3031,2630,2574,0,0,0x0D
78.5329999923706,5194,-1511,8400,5000,32835,0,0,3,3031,2625,2570,0,0,0x0D
79.8289999961853,5190,-1511,8400,5000,32835,0,0,3,3031,2622,2568,0,0,0x0D
81.125,5185,-1511,8400,5000,32835,0,0,3,3031,2619,2566,0,0,0x0D
82.4210000038147,5181,-1511,8400,5000,32835,0,0,3,3031,2617,2564,0,0,0x0D
83.71300005912781,5171,-1511,8400,5000,32835,0,0,3,3031,2611,2560,0,0,0x0D
85.01100015640259,5166,-1511,8400,5000,32835,0,0,3,3031,2609,2558,0,0,0x0D
86.30599999427795,5162,-1511,8400,5000,32835,0,0,3,3031,2606,2557,0,0,0x0D
87.60000014305115,5153,-1511,8400,5000,32835,0,0,3,3031,2600,2553,0,0,0x0D
88.89600014686584,5148,-1511,8400,5000,32835,0,0,3,3031,2597,2551,0,0,0x0D
90.19200015068054,5144,-1511,8400,5000,32835,0,0,3,3031,2595,2549,0,0,0x0D
