time,voltage,current,ChargingVoltage,ChargingCurrent,OperationStatus,SafetyAlert,MaxError,BatteryStatus,CellVoltage1,CellVoltage2,CellVoltage3,CellVoltage4,UpdateStatus
3.427000045776367,6439,-274,8400,6000,32837,0,100,3031,3233,3207,0,0,0x04
5.811000108718872,6273,-2413,8400,6000,32837,0,100,3031,3166,3107,0,0,0x04
8.102999925613403,6262,-2413,8400,6000,32837,0,100,3031,3161,3101,0,0,0x04
10.500999927520752,6257,-2413,8400,6000,32837,0,100,3031,3159,3098,0,0,0x04
12.789999961853027,6252,-2413,8400,6000,32837,0,100,3031,3157,3095,0,0,0x04
15.094000101089478,6245,-2413,8400,6000,32837,0,100,3031,3154,3092,0,0,0x04
17.503999948501587,6241,-2412,8400,6000,32837,0,100,3031,3152,3089,0,0,0x04
19.848999977111816,6237,-2412,8400,6000,32837,0,100,3031,3150,3087,0,0,0x04
22.141000032424927,6231,-2413,8400,6000,32837,0,100,3031,3147,3084,0,0,0x04
24.566999912261963,6227,-2413,8400,6000,32837,0,100,3031,3145,3082,0,0,0x04
26.85800004005432,6223,-2413,8400,6000,32837,0,100,3031,3144,3080,0,0,0x04
29.15400004386902,6218,-2413,8400,6000,32837,0,100,3031,3141,3077,0,0,0x04
31.43499994277954,6215,-2412,8400,6000,32837,0,100,3031,3140,3075,0,0,0x04
33.7260000705719,6211,-2412,8400,6000,32837,0,100,3031,3138,3073,0,0,0x04
36.03999996185303,6207,-2412,8400,6000,32837,0,100,3031,3136,3071,0,0,0x04
38.35199999809265,6202,-2412,8400,6000,32837,0,100,3031,3134,3068,0,0,0x04
40.64800000190735,6198,-2413,8400,6000,32837,0,100,3031,3132,3066,0,0,0x04
42.94099998474121,6195,-2413,8400,6000,32837,0,100,3031,3131,3064,0,0,0x04
45.23200011253357,6190,-2412,8400,6000,32837,0,100,3031,3128,3062,0,0,0x04
47.51300001144409,6187,-2413,8400,6000,32837,0,100,3031,3127,3060,0,0,0x04
49.829999923706055,6184,-2412,8400,6000,32837,0,100,3031,3126,3058,0,0,0x04
52.13000011444092,6180,-2412,8400,6000,32837,0,100,3031,3123,3055,0,0,0x04
54.42300009727478,6175,-2413,8400,6000,32837,0,100,3031,3122,3054,0,0,0x04
56.71300005912781,6172,-2413,8400,6000,32837,0,100,3031,3120,3052,0,0,0x04
58.99900007247925,6169,-2413,8400,6000,32837,0,100,3031,3119,3050,0,0,0x04
61.29100012779236,6164,-2412,8400,6000,32837,0,100,3031,3116,3048,0,0,0x04
63.651999950408936,6161,-2413,8400,6000,32837,0,100,3031,3115,3046,0,0,0x04
66.02600002288818,6158,-2413,8400,6000,32837,0,100,3031,3114,3044,0,0,0x04
68.3420000076294,6153,-2413,8400,6000,32837,0,100,3031,3111,3042,0,0,0x04
70.74300003051758,6150,-2412,8400,6000,32837,0,100,3031,3110,3040,0,0,0x04
73.13000011444092,6146,-2412,8400,6000,32837,0,100,3031,3108,3038,0,0,0x04
75.54999995231628,6142,-2413,8400,6000,32837,0,100,3031,3106,3036,0,0,0x04
77.85500001907349,6139,-2412,8400,6000,32837,0,100,3031,3105,3035,0,0,0x04
80.1489999294281,6136,-2413,8400,6000,32837,0,100,3031,3103,3033,0,0,0x04
82.43700003623962,6131,-2412,8400,6000,32837,0,100,3031,3101,3030,0,0,0x04
84.8199999332428,6128,-2412,8400,6000,32837,0,100,3031,3099,3028,0,0,0x04
87.15899991989136,6125,-2412,8400,6000,32837,0,100,3031,3098,3026,0,0,0x04
89.54900002479553,6120,-2412,8400,6000,32837,0,100,3031,3096,3024,0,0,0x04
91.8420000076294,6117,-2412,8400,6000,32837,0,100,3031,3094,3022,0,0,0x04
94.23099994659424,6114,-2412,8400,6000,32837,0,100,3031,3093,3021,0,0,0x04
96.56100010871887,6109,-2412,8400,6000,32837,0,100,3031,3091,3018,0,0,0x04
98.86100006103516,6106,-2413,8400,6000,32837,0,100,3031,3089,3017,0,0,0x04
101.15000009536743,6103,-2412,8400,6000,32837,0,100,3031,3088,3015,0,0,0x04
103.55599999427795,6098,-2412,8400,6000,32837,0,100,3031,3086,3012,0,0,0x04
105.8510000705719,6095,-2412,8400,6000,32837,0,100,3031,3084,3011,0,0,0x04
108.14100003242493,6092,-2412,8400,6000,32837,0,100,3031,3083,3009,0,0,0x04
110.43099999427795,6088,-2413,8400,6000,32837,0,100,3031,3081,3007,0,0,0x04
112.80999994277954,6085,-2413,8400,6000,32837,0,100,3031,3079,3005,0,0,0x04
115.21200013160706,6082,-2412,8400,6000,32837,0,100,3031,3078,3004,0,0,0x04
117.51200008392334,6077,-2412,8400,6000,32837,0,100,3031,3076,3001,0,0,0x04
