Time (s)	Voltage	Current
0	4.17122703	0.00855712823
7.745000123977661	4.04149401	0.508805254
15.305999994277954	4.03489324	0.508794217
22.87600016593933	4.03167118	0.508820938
30.438000202178955	4.02810975	0.508797121
37.99900007247925	4.0250816	0.508780275
45.563000202178955	4.02123675	0.508824424
53.122000217437744	4.01765294	0.508803511
60.680999994277954	4.01408032	0.508785503
68.24600005149841	4.00876242	0.508745421
75.80599999427795	4.00524574	0.508800026
83.36400008201599	4.00234811	0.508753554
90.92500019073486	3.99889483	0.50874484
98.48400020599365	3.99786929	0.508768076
106.05000019073486	3.99672068	0.508744259
113.60900020599365	3.99543409	0.508696625
121.16800022125244	3.99380441	0.508769238
128.73100018501282	3.99260359	0.508744259
136.2900002002716	3.9919286	0.508723347
143.85800004005432	3.99227169	0.508709405
151.42300009727478	3.991992	0.508729156
158.98200011253357	3.99164518	0.508704758
166.54100012779236	3.99068676	0.508734384
174.10700011253357	3.98846413	0.508700692
181.6650002002716	3.98461928	0.508691978
189.22699999809265	3.9819566	0.508696625
196.78800010681152	3.98090495	0.508723347
204.34600019454956	3.97992416	0.50873845
211.9100000858307	3.97970786	0.508753554
219.4720001220703	3.97949902	0.5087187
227.03000020980835	3.97883895	0.508682684
234.5900001525879	3.9768438	0.508686169
242.15000009536743	3.97531108	0.508674551
249.70900011062622	3.97351731	0.508694302
257.268000125885	3.97149979	0.508676875
264.82800006866455	3.97146996	0.508686169
272.39400005340576	3.97064206	0.508707662
279.9539999961853	3.96998944	0.508678036
287.5140001773834	3.96899001	0.508675132
295.0789999961853	3.96757662	0.508680941
302.6400001049042	3.96673008	0.508653058
310.19900012016296	3.96665177	0.508678617
317.7590000629425	3.96645039	0.508653638
325.32100009918213	3.96576048	0.508706501
332.8890001773834	3.9647685	0.508677455
340.4500000476837	3.96320968	0.50863563
348.01700019836426	3.96097959	0.50864202
355.57600021362305	3.95883527	0.508672227
363.13700008392334	3.95713473	0.508631564
370.6970000267029	3.95651941	0.508666418
378.25999999046326	3.95617632	0.508671646
385.82600021362305	3.95598613	0.508658286
393.38499999046326	3.95594883	0.508666999
400.9470000267029	3.95571016	0.508685007
408.5110001564026	3.95481887	0.508663514
416.0720000267029	3.95326005	0.508629821
423.6300001144409	3.95139915	0.50864144
431.19000005722046	3.9496203	0.508633888
438.7520000934601	3.94781535	0.508637373
446.3120000362396	3.946126	0.508632145
453.87600016593933	3.94514894	0.508636792
461.4360001087189	3.94482822	0.508597291
469.00100016593933	3.94417187	0.508644925
476.5590000152588	3.9429002	0.508611814
484.1210000514984	3.94227369	0.508627498
491.68099999427795	3.94126306	0.508645506
499.2410001754761	3.94016293	0.508617042
506.80000019073486	3.93913366	0.508623432
514.3610000610352	3.93801489	0.508639116
521.9290001392365	3.93558715	0.508636792
529.4940001964569	3.93304753	0.508628079
537.0550000667572	3.93129852	0.508611233
544.6160001754761	3.92988886	0.508601357
552.1770000457764	3.9292437	0.508598453
559.7420001029968	3.92979563	0.508620527
567.3030002117157	3.929639	0.508589739
574.864000082016	3.92919522	0.508585673
582.422000169754	3.92852769	0.508569989
589.9850001335144	3.92752825	0.508611814
597.5460000038147	3.92679732	0.508601357
605.1090002059937	3.92593213	0.508592063
612.6710000038147	3.92506322	0.50857754
620.228000164032	3.92463062	0.508594386
627.7960000038147	3.92422787	0.508578702
635.3560001850128	3.92354168	0.508604262
642.9250001907349	3.92275108	0.508607747
650.4860000610352	3.92200523	0.508585673
658.0520000457764	3.92097596	0.508591482
665.614000082016	3.91985346	0.50858393
673.1710000038147	3.9184438	0.508575798
680.7290000915527	3.91732503	0.508588577
688.2940001487732	3.91648222	0.508596129
695.8580000400543	3.91534107	0.508556047
703.4180002212524	3.91438638	0.508565922
710.9830000400543	3.91334592	0.508574055
718.5430002212524	3.91236513	0.508560694
726.103000164032	3.91190271	0.508585092
733.6670000553131	3.91179456	0.508554885
741.2310001850128	3.91188033	0.508591482
748.7860000133514	3.9114179	0.50855837
756.3460001945496	3.91087343	0.508600776
763.9120001792908	3.9105117	0.508590901
771.4700000286102	3.90981433	0.508576378
779.0300002098083	3.90916544	0.508563018
786.5900001525879	3.90890439	0.508553723
794.1480000019073	3.90875522	0.508578702
801.7060000896454	3.90855011	0.50852584
809.2700002193451	3.90828161	0.50855779
816.8320000171661	3.90789377	0.508536296
824.3910000324249	3.90750593	0.508552561
831.9480001926422	3.90707333	0.508559532
839.507000207901	3.90665939	0.508558951
847.0670001506805	3.90637969	0.508572312
854.6310000419617	3.905921	0.508561275
862.1950001716614	3.90549586	0.508538039
869.7599999904633	3.90514531	0.508528744
877.324000120163	3.90470153	0.508560694
884.8890001773834	3.90426521	0.508532811
892.4470000267029	3.90380651	0.50855779
900.018000125885	3.90329188	0.508552561
907.5789999961853	3.90287793	0.508540943
915.1410000324249	3.90235584	0.508532811
922.7030000686646	3.90186358	0.508528744
930.2630000114441	3.90141234	0.50851306
937.824000120163	3.90086414	0.508550238
945.3830001354218	3.90045019	0.508542686
952.9420001506805	3.89994301	0.50856476
960.5099999904633	3.89943584	0.508529906
968.0770001411438	3.89895849	0.508543848
975.6380000114441	3.89844386	0.508533392
983.1970000267029	3.89794414	0.508535134
990.7550001144409	3.89738848	0.508546752
998.3200001716614	3.89666501	0.508560694
1005.8870000839233	3.89577372	0.50853223
1013.449000120163	3.89469224	0.508491567
1021.0099999904633	3.89365551	0.508546172
1028.5720000267029	3.89277913	0.508491567
1036.132000207901	3.89217499	0.508475301
1043.694000005722	3.89178715	0.508521774
1051.2610001564026	3.89151492	0.508524097
